Coal Flow Rate (t/h),Total Air Flow Rate (t/h),Main Steam Pressure (MPa),Main Steam Temperature (C),Main Steam Flow Rate (t/h),Feed Water Temperature (C),Hot Reheat Steam Temperature (C,Condenser Vacuum (kPa),Thermal Efficiency (%),Turbine Heat Rate (kJ/kWh),Power (MW)
cfr,tafr,msp,mst,msfr,fwt,htst,cv,te,thr,power
155.52,1723.16,16.11,563.49,1243.25,272.07,563.05,-92.1,39.46,7996.71,423.57
155.14,1709.4,16.06,563.39,1242.76,272.26,563.94,-92.08,39.46,7967.91,423.64
149.7,1695.1,16.08,563.95,1217.54,271.97,563.88,-93.46,39.8,7969.08,419.21
136.52,1538.08,13.59,554.26,1066.62,263.32,561.92,-91.85,38.19,8182.75,360.41
135.66,1531.52,13.57,555.92,1065.52,263.37,564.72,-91.83,38.07,8168.88,360.54
133.71,1511.64,13.79,556.09,1066.01,263.25,560.89,-91.81,38.11,8184.48,360.02
164.65,1772.31,16.07,556.15,1289.73,272.25,563.5,-94.67,38.6,8253.09,424.75
161.15,1782.82,16.49,554.69,1293.25,274.04,561.69,-91.21,39.42,8180.86,434.04
159.05,1762.86,16.4,555.65,1286.42,273.93,558.95,-91.19,39.47,8008.4,432.76
146.53,1660.48,16.05,556.71,1201.53,271.48,558.01,-91.17,39.65,7980.04,409.06
156.4,1661.62,15.43,562.62,1217.55,268.91,564.39,-91.14,38.05,8096.82,402.22
192.65,1995.67,17.88,557.78,1517.68,280.02,564.85,-90.93,38.86,8279.6,494.25
197.18,2124.74,20.49,558.04,1626.12,286.79,561.56,-91.45,40.41,7966.89,536.8
197.09,2095.86,20.44,560.85,1622.49,286.63,560.1,-90.39,40.16,7895.63,535.41
196.71,2085.2,20.31,563.14,1613.84,286.47,563.7,-90.43,40.2,7907.8,535.82
194.55,2061.28,20.51,565.08,1608.34,286.63,565.97,-90.46,40.26,7882.65,535.86
164.66,1806.29,18.74,562.96,1391.09,280.97,559.09,-90.21,40.84,7785.07,476.82
152.93,1672.13,17.33,562.84,1273.18,275.49,560.76,-90.7,40.13,7714.27,436.94
141.93,1583,15.95,561.92,1187.28,271.13,561.75,-90.88,39.52,7832.71,407.33
183.57,1928.51,17.2,560.44,1442.54,277.21,564.29,-92.47,38.87,8088.18,474.37
201.56,2097.09,18.24,561.56,1598.25,283.2,561.89,-92.2,39.5,8157.16,523.36
219.96,2301.66,20.98,562.78,1757.24,288.64,566.14,-91.92,39.72,8048.3,571.45
236.81,2501.77,22.49,564.76,1933.71,293.91,566.4,-91.64,40.16,8014.55,623.98
182.24,1974.61,21.13,558.01,1604.02,288.42,559.38,-91.29,41.18,7643.84,540.75
190.66,1992.99,19.35,557.86,1596.36,284.9,563.15,-90.96,40.13,7692.01,529.86
215.98,2244.01,21.62,561.15,1787.22,289.31,564.56,-91.52,39.51,7961.21,577.8
216.08,2324.15,24.08,563.49,1891.3,296.67,564.51,-91.14,41.93,7724.32,630.86
175.11,1888.53,22.44,564.75,1520.74,285.33,561.68,-91.61,41.61,7582.41,523.36
197.7,2045.84,18.31,557.13,1543.8,281.53,563.16,-90.99,38.89,8269.6,500.63
229.82,2389.75,21.35,562.13,1853.23,292.37,562.45,-90.32,40.06,7984.55,598.67
147.07,1643.74,15.55,553.86,1229.43,272.37,560.17,-90.76,39.11,7883.47,415.72
171.5,1855.43,17.08,552.25,1380.37,277.32,562.46,-90.61,39.42,8020.2,459.18
170.66,1852.31,17.43,555.98,1378.1,277.5,564.22,-90.6,39.55,8018.29,459.64
168.72,1835.84,17.41,558.61,1372.33,277.52,563.01,-90.59,39.61,8019.37,458.87
169.4,1839.85,17.28,562.73,1372.19,277.5,563.12,-90.59,39.43,7998.18,459.06
175.59,1870.62,17.54,565.78,1408.87,278.1,566.23,-90.58,38.84,8018.87,465.44
206.96,2194.64,21.6,554.47,1726.7,289.96,567.91,-90.01,40.37,7945.3,566.51
204.57,2174.48,21.6,557.7,1718.49,289.92,566.96,-90.02,40.37,7886.49,566.74
207.39,2184.78,21.44,559.51,1723.67,290.01,564.25,-90.02,40.3,7854.08,566.55
206.9,2170.79,21.47,560.7,1714.1,289.91,566.1,-90.02,40.43,7874.64,566.17
207.11,2176.93,21.56,563.97,1719.75,289.86,565.21,-90.03,40.35,7847.71,566.85
205.93,2167.43,21.69,564.46,1720.82,289.95,564.76,-90.03,40.35,7876.29,566.73
204.84,2156.73,21.84,561.03,1717.47,290,563.22,-90.03,40.51,7886.87,566.3
206.2,2160.47,21.71,560.58,1726.75,290.09,561.23,-90.04,40.27,7845.17,566.05
205.54,2162.75,21.57,560.03,1730.44,290.1,563.78,-90.04,40.19,7876.86,567.2
205.74,2158.25,21.56,558.89,1724.56,289.93,563.42,-90.05,40.33,7892.25,566.23
207.15,2175.69,21.44,560.45,1729.49,289.96,566.07,-90.05,40.13,7891.65,566.54
204.94,2165.97,21.63,562.54,1739.63,290,562.04,-90.06,39.95,7918.2,566.52
200.32,2147.39,21.62,560.92,1717.89,289.64,560.99,-90.06,40.29,7946,562.94
176.55,1959.48,20.9,557.53,1547.33,285.99,561.83,-89.76,40.69,7878.89,519.44
157.36,1735.4,20.06,555.81,1359.73,281.11,558.28,-90.3,40.8,7762.01,466.42
153.38,1646.37,16.42,552.66,1279.04,274.17,553.07,-90.54,39.57,7704.72,431.31
156.75,1679.89,15.86,551.86,1290.24,273.4,555.04,-89.6,38.75,7919.08,427.93
163.69,1801.51,16.99,551.5,1341.86,275.6,554.79,-90.91,39.3,8128.78,443.55
163.63,1791.33,16.87,552.32,1342.58,275.46,553.33,-90.91,39.22,8055.68,443.26
164.88,1791.95,17.16,550.71,1340.29,275.48,554.8,-90.91,39.24,8062.25,443.78
165.19,1796.71,16.63,551.29,1338.12,275.37,557.29,-90.91,39.33,8039.39,444.09
164.74,1792.88,16.73,552.52,1337.1,275.42,557.7,-90.91,39.35,8042.1,444.11
164.31,1790.67,16.59,554.1,1336.71,275.54,556.44,-90.91,39.3,8047.85,444.01
163.97,1787.51,16.85,554.84,1338.25,275.38,554.85,-90.91,39.27,8042.53,444.13
164.57,1790.13,16.85,554.59,1339.09,275.25,554.56,-90.91,39.29,8040.4,444.24
163.33,1784.51,16.77,554.17,1333.38,275.43,555.37,-90.9,39.41,8042.42,443.9
163.09,1776.9,16.72,554.15,1331.56,275.21,555.32,-90.9,39.38,8018.96,443.25
162.87,1773.31,16.82,553.86,1328.48,275.22,554.99,-90.9,39.42,8020.56,442.49
198.19,2106.47,19.36,553.91,1616.21,285.41,560.53,-90.74,39.99,8166,530.92
215.24,2217.92,20.3,554.98,1724.04,288.05,563.36,-90.53,39.51,7946.44,557.47
233.71,2411.45,22.27,557.11,1892.82,293.02,562.53,-90.32,39.81,8040.46,606.98
218.49,2419.27,24.35,566.55,1906.3,297.06,566.39,-90.35,41.37,7775.46,630.97
178.05,1902.41,19.21,564.88,1520.14,283.65,563.97,-90.7,40.23,7686.37,510.91
159.97,1777.34,17.61,557.38,1376.45,279.73,558.77,-90.92,40.59,7863.72,470.42
155.35,1670.81,15.46,553.81,1276.13,273.18,559.77,-91.35,38.52,7942.01,423.23
150.48,1663.36,15.47,551.99,1245.94,272.06,563.66,-91.37,39.07,8139.78,420.28
195.99,2021.3,17.49,551.09,1556.09,280.48,563.09,-90.95,38.39,8280.68,498.09
188.51,1959.8,18.75,552.54,1557.29,283.27,562.25,-90.56,39.59,7834.01,510.95
188.24,1968.94,19.11,552.18,1552.41,283.67,564,-90.65,39.7,8012.28,510.57
187.37,1980.89,19.21,555.68,1543.62,283.45,562.66,-90.77,39.88,7968.36,510.24
187.55,1988.89,19.38,557.18,1544.21,283.39,563.36,-90.76,39.75,7958.42,510.33
175.48,1925.82,19.01,557.32,1481.5,282.56,563,-90.75,40.43,7975.58,497.83
195.26,1987.09,18.6,558.49,1576.08,282.3,565.24,-90.81,38.69,7943.14,509.54
195.56,2073.33,19.83,552.92,1611.23,286.01,567.1,-90.72,40.33,8208.57,533.48
193.1,2041.9,20.07,556.83,1595.89,285.63,566.44,-90.66,40.26,7897.68,528.98
193.39,2045.69,20,559.03,1602.81,285.6,565.84,-90.63,40.14,7911.59,529.93
190.92,2037.05,20.11,560.68,1594.66,285.73,566.32,-90.6,40.22,7940.61,529.13
190.39,2029.25,19.88,560.31,1596.13,285.59,563.79,-90.57,40.24,7918.85,528.68
191.9,2037.59,20.19,561.5,1602.88,285.68,563.33,-90.54,40.13,7915.17,529.07
192.72,2036.2,20.11,559.73,1602.84,285.79,563.55,-90.48,40.12,7909.28,529.36
191.75,2035.5,19.99,559.84,1596.37,285.82,565.28,-90.45,40.26,7937.5,529.48
192.86,2039.42,19.99,560.86,1601.78,285.78,563.44,-90.39,40.16,7907.45,529.28
192.66,2037.5,19.98,559.22,1599.56,285.76,564.36,-92.74,40.24,7933.33,529.52
190.73,2028.64,20.19,560.89,1592.72,285.78,564.4,-90.34,40.36,7915.98,529.35
191.99,2035.13,20.11,560.31,1596.7,285.7,562.29,-90.32,40.26,7893.6,528.72
192.44,2033.57,19.99,559.54,1599.4,285.83,564.27,-90.3,40.21,7908.17,529.51
196.73,2149.11,21.25,559.37,1679.06,289.89,562.12,-90.55,41.11,7994.46,559.37
184.15,1993.12,20.36,559.54,1573.18,285.82,562,-90.24,40.39,7749.68,524.08
166,1861.15,19.05,555.18,1429.93,281.56,558.61,-90.4,40.79,7851.61,486.17
159.45,1790.19,17.75,553.86,1353.72,277.53,556.05,-90.57,39.86,7733.43,455.6
148.94,1710.8,17.37,553.69,1257.41,273.76,555.28,-90.74,39.53,7888.94,424.99
202.87,2120.21,20.95,563.37,1687.32,289.08,561.39,-90.08,40.3,7836.08,556.42
196.74,2094.62,23.49,562.82,1712.63,291.41,563.31,-90.54,41.43,7670.46,575.84
200.23,2047.73,21.11,564.88,1678,288.45,560.82,-90.63,40.29,7644.99,555.71
205.92,2085.61,20.42,563.65,1673.25,288.47,565.18,-90.71,40.25,7852.81,556.59
207.13,2104.39,20.47,559.32,1673.76,288.42,567.13,-90.37,40.45,7836.6,557.11
219.12,2227.46,22,557.05,1783.77,291.5,562.4,-90.74,40.37,7962.53,583.7
217.35,2207.09,22.36,556.75,1781.81,291.39,560.5,-90.7,40.48,7845.51,583.24
216.77,2201.72,22.31,557.49,1780.61,291.32,560.28,-90.67,40.51,7830.36,582.95
218.28,2210.89,22.17,557.85,1782.35,291.31,562.59,-90.64,40.43,7831.65,583.38
218.9,2210.33,22.08,557.64,1784.94,291.52,565.57,-90.6,40.19,7847.65,583.65
217.59,2197.38,22.05,559.32,1782.83,291.46,563.69,-90.57,40.21,7876.32,583.12
192.5,2023.95,21.39,557.07,1624.54,288.23,559.89,-92.21,40.77,7860.12,543.2
203.47,2016.08,20.24,557.88,1640.63,286.33,560.73,-90.43,39.64,7729.67,537.93
220.95,2225.76,21.73,556.71,1788.21,291.79,564.45,-90.35,40.34,7916.6,584.81
219.42,2200.88,22.26,558.46,1784.3,291.73,563.37,-90.31,40.31,7864.02,583
217.72,2194.22,22.33,563.26,1788.61,291.74,561.26,-90.24,40.06,7891.77,583.35
218.6,2194.83,22.23,562.66,1789.97,291.72,562.12,-91.09,40.07,7891.8,583.24
218.96,2193.06,22.3,562.92,1790.14,291.69,563.04,-90.16,40.06,7900.1,583.71
218.91,2190.98,22.23,562.88,1782.87,291.62,562.05,-90.15,40.12,7905,583.41
218.43,2181.05,22.16,562.68,1783.26,291.74,562.23,-90.14,40.29,7867.79,583.45
218.76,2176.3,22.26,562.64,1774.93,291.81,561.63,-90.13,40.41,7873.51,582.8
217.16,2175.21,22.06,562.95,1771.88,291.55,563.28,-90.11,40.52,7839.08,583.1
215.51,2168.66,22.26,564.07,1764.78,291.61,563.42,-90.1,40.62,7831.84,582.33
218.3,2187.03,21.89,564.82,1774.68,291.53,563.31,-90.09,40.49,7815.57,582.67
217.75,2185.4,21.92,563.49,1772.81,291.67,566.39,-90.08,40.41,7862.43,582.59
217.12,2183.51,21.81,565.39,1769.37,291.7,566.51,-90.07,40.37,7866.53,582.93
215.03,2177.4,22.34,564.15,1773.38,291.67,564.74,-90.06,40.36,7855.48,582.81
214.32,2171.15,22.25,563.55,1778.03,291.62,563.65,-90.04,40.27,7855.7,583.14
215.84,2174.85,21.92,563.24,1772.81,291.69,563.2,-90.03,40.4,7863.25,582.26
217.17,2186.7,21.95,562.85,1779.78,291.58,565.21,-90.02,40.31,7850.11,582.86
216.86,2182.55,22.05,562.53,1771.48,291.67,566.03,-90.01,40.27,7885.56,582.68
215.73,2179.2,22.06,563.61,1773.86,291.49,565.28,-90,40.3,7848.17,583.08
217.07,2185.83,22.07,564.08,1775.09,291.81,564.15,-89.99,40.26,7858,583.14
215.92,2181.68,22.05,563.54,1774.93,291.84,565.78,-89.97,40.49,7853.99,583.43
216,2178.01,21.93,563.39,1769.49,291.83,565.01,-89.96,40.45,7862.31,582.81
216.12,2176.64,22.14,564.14,1771.68,291.78,565.09,-89.95,40.42,7835.22,583.41
215.57,2171.53,22.06,562.28,1767.67,291.74,564.34,-89.94,40.56,7841.08,582.02
216.1,2178.68,21.96,563.03,1771.69,291.76,564.48,-89.93,40.4,7827.61,582.71
215.57,2175.36,21.99,562.56,1772.69,291.93,565.3,-89.92,40.42,7843.49,583.13
217.58,2189.92,21.89,563.08,1775.41,291.48,565.61,-89.9,40.36,7817.38,583.27
217.41,2188.09,21.93,562.78,1774.69,291.74,565.78,-89.95,40.25,7859.09,583
215.56,2181.49,22.2,562.48,1769.32,291.65,565.1,-90,40.5,7861.95,582.69
216.53,2195.54,22.11,559.97,1778.86,291.66,562.99,-90.04,40.33,7836.02,582.82
157.59,1703.99,18.37,550.76,1320,277.98,555.83,-90.32,40.21,7699.71,449.52
148.97,1633.93,16.08,551.12,1233.04,272.74,559.48,-90.57,39.25,7783.03,417.14
215.67,2223.79,19.1,562.57,1717.64,288.43,566.71,-92.12,39.98,8125.23,564.97
235.45,2393.7,21.98,562.16,1881.3,293.11,561.91,-91.86,40.23,7973.43,609.58
209.16,2218.72,23.58,563.56,1815.28,294.81,565.53,-91.11,41.78,7699.41,609.02
213.98,2206.08,20.38,555.78,1690.62,287.72,562.64,-91.6,40.14,8061.9,557.08
224.13,2315.28,23.78,564.94,1889.23,295.17,565.61,-90.81,40.93,7793.04,622.1
234.66,2423.11,23.32,559,2011.13,295.87,564.97,-90.36,41.11,7777.11,634.47
232.47,2402.24,23.07,559.02,2010.52,295.04,564.73,-90.42,41.11,7777.11,627.62
230.28,2381.38,22.81,559.03,2009.92,294.22,564.48,-90.48,41.11,7777.11,620.78
228.09,2360.51,22.55,559.05,2009.32,293.39,564.24,-90.54,41.11,7777.11,613.94
223.71,2318.77,22.04,559.08,2008.11,291.74,563.76,-90.66,41.11,7777.11,600.25
221.52,2297.91,21.79,559.09,2007.51,290.92,563.52,-90.72,41.11,7777.11,593.41
219.32,2277.04,21.53,559.11,2006.9,290.09,563.28,-90.78,41.11,7777.11,586.57
217.13,2256.17,21.28,559.12,2006.3,289.27,563.04,-90.85,41.11,7777.11,579.73
214.94,2235.31,21.02,559.14,2005.7,288.44,562.79,-90.91,41.11,7777.11,572.88
212.75,2214.44,20.77,559.15,2005.09,287.62,562.55,-90.97,41.11,7777.11,566.04
210.56,2193.57,20.51,559.16,2004.49,286.79,562.31,-91.03,41.11,7777.11,559.2
206.18,2151.84,20,559.19,2003.28,285.15,561.83,-91.15,41.11,7777.11,545.51
217.21,2243.51,21.12,560.94,1730.69,288.07,567.69,-92.2,39.19,8112.8,562.93
228.16,2453.12,24.29,565.58,1955.58,297.62,566.58,-89.54,40.95,7821.65,638.2
229.94,2431.86,24.36,565.92,1948.65,296.88,566.7,-89.55,40.96,7756.72,634.72
230.48,2440.33,24.19,565.43,1950.25,296.89,567.24,-89.56,40.73,7813.97,635.34
229.22,2432.89,24.17,565.53,1945.92,296.81,566.41,-89.57,40.65,7809.4,635.06
229.63,2435.17,24.13,565.78,1947.64,296.87,566.27,-89.58,40.65,7854.74,634.53
229.62,2438.73,24.15,565.35,1952.05,296.86,567.22,-89.59,40.67,7828.49,635.18
229.12,2435.24,24.05,564.84,1949.29,296.9,566.39,-89.6,40.67,7850.64,635.14
229.83,2437.87,24.12,563.72,1947.13,296.89,564.38,-89.61,40.9,7840.73,634.72
231.71,2444.68,23.99,564.16,1954.77,296.87,564.63,-89.62,40.9,7793.9,635.06
228.74,2422.48,24.25,563.31,1952.84,296.84,565.59,-89.63,40.86,7820.6,634.5
224.46,2411.04,24.37,563.66,1954.61,296.78,567.66,-89.64,40.8,7824.56,634.72
226.76,2428.23,24.02,562.01,1965.78,296.86,561.73,-89.65,40.95,7835.28,634.27
232.75,2471.06,24.06,561.62,1978.56,296.76,562.55,-89.66,40.57,7846.74,635.52
229.6,2437.46,24.07,558.61,1957.81,296.86,566.52,-89.66,40.88,7868.48,634.89
230.5,2447.47,24.15,560.74,1966.38,296.83,564.2,-89.67,40.57,7806.19,634.77
231.16,2454.2,24.17,564.44,1957.46,296.75,566.05,-89.73,40.54,7892.32,635.87
132.45,1486.59,14.1,555.37,1046.89,263.27,560.04,-92.98,39.23,7943.68,363.77
133.53,1476.87,14.14,556.42,1045.71,262.2,556.93,-93.03,38.81,7973.43,359.3
196.21,2114.36,20.91,561.53,1634.04,287.14,563.17,-91.09,40.52,7883.64,545.04
199.49,2117.69,20.79,563.69,1644.33,287.19,565.73,-90.96,40.52,7824.38,546.78
221.52,2283.37,21.42,565.7,1808.22,290.63,568.49,-90.84,40.4,7802.67,586.9
210.38,2300.26,22.82,561.8,1797.38,292.86,564.43,-90.71,40.3,7877.22,595.64
228.19,2353.85,23.05,563.39,1900.92,293.25,564.67,-92.17,40.22,7905.11,609.75
202.44,2206.83,23.47,559.95,1785.3,293.15,561.4,-90.16,41.35,7752.36,592.05
210.41,2209.31,21.53,564.37,1760.39,291.29,565.03,-89.82,40.75,7722.12,582.06
211.12,2215.39,21.67,564.68,1758.65,291.28,567.41,-90.47,40.73,7797.68,582.4
210.29,2223.83,21.98,567.63,1763.91,291.28,567.71,-90.47,40.42,7800.9,582.62
207.07,2198.37,22.05,563.48,1756.61,291.27,564.22,-90.47,40.53,7862.45,582.03
210.88,2230.94,21.6,563.79,1763.42,291.27,565.38,-90.47,40.56,7790.74,582.69
209.97,2222.41,21.54,563.88,1757.82,291.34,566.27,-90.47,40.65,7832.39,582.28
210.61,2223.29,21.96,566.72,1768.37,291.45,566.34,-90.47,40.68,7823.42,583.23
209.94,2218.68,21.91,566.46,1773.9,291.46,563.41,-90.47,40.49,7874.92,582.42
199.36,2156.4,21.71,561.54,1716.89,290.59,566.11,-90.47,40.79,7869.85,571.16
193.53,2057.12,20.36,561.33,1624.04,287.83,562.6,-90.51,41.09,7825.47,539.63
174.82,1925.68,19.45,560.34,1499.59,284.46,564.06,-90.6,40.39,7730.46,510.75
145.26,1607.1,15.18,560.54,1188.56,270.7,557.09,-91.23,39.33,7779.84,403.1
159.25,1715.7,14.96,560.06,1226.51,269.03,560.54,-92.04,38.43,8120.81,409.5
179.05,1884.13,16.48,560.46,1383.77,274.84,563.21,-92.44,38.75,8163.14,454.34
199.18,2163.5,20.87,564.15,1619.12,287.62,562.72,-91.88,40.43,8055.15,547.88
198.71,2104.75,20.69,565.26,1610.56,286.61,563.22,-91.29,40.8,7839.75,541.02
222.76,2310.93,21.27,563.39,1781.93,290.71,566.06,-91.13,40.46,7855.37,588.28
180.57,1871.43,19.14,559.36,1511.97,282.85,565.41,-91.09,41.28,7587.68,509.57
181.63,1914.62,18.73,564.25,1530.41,282.83,564.49,-91.62,40.43,7640.36,510.54
184.27,1955.49,18.68,563.85,1533.28,282.95,561.68,-91.66,40.06,7813.89,510.75
183.87,1957.92,18.71,560.37,1518.7,283.1,567.83,-91.69,39.96,7908.51,510.42
183.69,1958.72,18.83,562.07,1522.97,283.03,567.3,-91.72,40.26,7912,510.71
182.38,1960.51,18.75,564.16,1515.22,282.95,567.89,-91.84,39.74,7924.02,510.54
165.3,1860.2,18.62,562.42,1422.78,281.12,560.7,-91.87,40.35,7906.79,487.22
156.11,1693.1,15.95,560.96,1271.18,272.85,562.39,-91.94,39.96,7711.92,428.15
178.47,1852.57,16.77,565.19,1419.95,275.99,567.33,-91.9,39.7,7871.66,463.74
223.8,2392.1,21.82,558.33,1871.15,293.37,563.46,-92.15,40.12,8003.81,612.34
215.89,2397.6,23.91,563.04,1929.01,297.09,566.23,-91.14,41.41,7735.31,637.58
193.04,2156.53,23,561.05,1737.1,292.51,564.76,-90.8,41.75,7738.71,585.78
174.81,1939.32,21.5,559.14,1553.83,286.26,561.03,-91.39,41.84,7650.88,531.66
177.94,1909.04,18.45,557.45,1500.15,282.1,565.86,-91.28,40.67,7633.3,504.84
178.92,1931.95,18.55,557.07,1499.79,282.24,567.11,-91.82,40.24,7773.95,505.6
178.62,1940.3,18.31,558.9,1497.23,282.26,567.46,-91.78,40.4,7881.41,505.74
178.94,1943.7,18.66,560.2,1497.09,282.29,565.59,-91.74,40.47,7857.11,505.3
178.69,1944.78,18.72,561.77,1495.68,282.31,565.34,-91.7,40.44,7839.47,505.59
179.22,1950.26,18.68,563.68,1490.27,282.33,565.55,-91.67,40.61,7845.61,505.42
178.63,1945.4,18.7,566.36,1482.52,281.77,566.42,-91.59,40.16,7854.46,504.16
178.27,1942.71,18.65,565.59,1487.36,282.32,564.7,-91.55,40.2,7904.22,504.01
178.32,1948.19,18.6,565.48,1490.44,282.25,564.56,-91.51,40.26,7914.71,504.31
179.27,1954.45,18.78,565.74,1489.73,282.22,564.86,-91.47,40.39,7881.03,504.07
179.14,1954.19,18.57,566.9,1486.73,282.32,567.29,-91.43,40.01,7856.78,504.04
189.43,2017.63,18.98,567,1554,283.17,569.33,-91.39,39.43,7928.81,515.72
198.06,2098.73,20.41,564.11,1662.01,288.11,568.41,-90.5,40.02,7873.46,552.6
200.05,2108.69,21.03,566.29,1664.1,288.28,565.47,-90.48,40.27,7862.3,552.38
198.89,2098.06,20.92,565.22,1658.09,288.31,566.84,-90.48,40.1,7844.47,552.4
199.53,2099,20.98,565.68,1658.21,288.28,565.68,-90.47,40.35,7905.63,551.9
199.73,2101.98,20.89,565.63,1659.89,288.23,566.74,-90.47,40.28,7849.68,552.26
200.47,2101.06,20.85,564.93,1658.54,288.26,566.83,-90.47,40.43,7887.72,551.95
199.83,2099.79,20.92,565.29,1657.93,288.29,566.83,-90.46,40.49,7874.69,552.29
201.74,2110.42,20.88,565.86,1657.64,288.32,565.2,-90.46,40.5,7817.96,551.97
201.01,2106.03,20.98,567.18,1654.85,288.02,568.68,-90.46,40.43,7805.37,552.81
201.23,2105.91,21.05,567.06,1658.36,288.32,566.17,-90.45,40.44,7818.65,551.86
201.65,2114.78,21.25,567.69,1665.46,288.45,566.63,-90.45,40.36,7825.93,552.91
199.2,2097.5,21.13,565.62,1658.06,288.43,566.75,-90.45,40.42,7872.44,552.36
201.87,2113.15,20.8,565.08,1666.01,288.37,562.82,-90.44,40.62,7875.59,551.99
202.81,2121.84,20.85,564.58,1667.25,288.42,566.34,-90.44,40.17,7777.08,552.63
200.38,2104.96,21.03,563.37,1659.69,288.25,566.67,-90.44,40.05,7855.97,551.89
201.35,2107.71,20.78,564.13,1677.39,288.15,565.29,-90.43,39.96,7892.3,552.31
203.96,2121.93,20.64,563.33,1674.13,288.1,563.16,-90.43,40.09,7943.2,552.39
186.05,1991.57,19.5,564.49,1545.73,284.99,567,-90.51,39.66,7813.43,519.65
167.08,1797.62,18.2,559.4,1375.5,279.75,561.26,-90.67,40.49,7927.11,469.61
156.78,1698.85,16.55,558.33,1275.7,275.06,559.05,-90.83,39.99,7763.21,436.21
146.63,1604.73,15.4,560.73,1181.37,271.41,557.4,-90.98,39.54,7741.76,406.17
158.88,1686.58,14.76,558.72,1200.5,268.45,559.13,-92.43,39.4,8117.17,403.14
153.73,1678.14,15.41,557.1,1205.71,269.91,553.68,-92.41,39.54,7936.4,408.67
155.79,1682.89,15.17,559.79,1207.5,270.02,555.95,-92.4,39.64,8026.91,409.53
159.16,1686.71,14.53,555.65,1204.03,267.21,560.94,-92.19,38.33,8193.91,395.79
180.16,1890.74,16.4,555.03,1381.71,274.96,565.97,-91.87,38.72,8052.96,453.35
200.64,2069.46,18.1,552.79,1555.59,281.54,567.28,-91.55,38.7,8246.69,506.8
215.69,2248.12,20.24,554.73,1700.09,287.65,565.88,-92.74,39.33,8068.03,557.21
231.4,2376.35,22.19,558.08,1836.41,291.39,564.78,-90.9,39.51,8003.13,592.65
240.49,2521.74,23.1,560.89,1962.03,294.09,564.39,-90.57,39.84,7999.04,634.51
219.38,2408.99,24.04,560.21,1922.81,296.98,565.33,-90.24,40.95,7743.07,629.69
208.77,2188.98,22.17,561.04,1780.63,291.28,563.63,-89.99,40.29,7845.26,582.35
215.77,2244.29,21.92,558.96,1799.08,291.34,561.32,-90.21,39.98,7910.67,582.83
212.43,2219.25,22.16,558.52,1773.13,291.38,567.1,-90.22,39.89,7948.17,582.68
213.2,2220.34,22.09,561.74,1778.28,291.35,565.04,-90.22,40.02,7932.74,582.48
212.43,2214.29,22.1,561.88,1774.4,291.41,565.45,-90.23,40.22,7864.88,582.19
211.22,2207.87,22.09,562.97,1772.24,291.31,564.18,-90.23,40.34,7865.55,582.4
213.03,2222.09,21.91,564.29,1787.01,291.39,560.03,-90.24,40.31,7875.72,582.22
212.64,2218.35,21.93,562.47,1780.83,291.26,564.8,-90.24,40.29,7866.94,582.74
211.75,2207.27,22.15,562.12,1774.75,291.44,565.93,-90.24,40.36,7883.12,582.11
211.25,2204.49,22.07,562.66,1773.78,291.4,564.87,-90.25,40.05,7936.61,581.69
211.15,2204.32,22.01,563.38,1774.3,291.37,565.75,-90.25,40.09,7912.91,581.98
211.2,2201.83,22.02,563.1,1771.89,291.63,565.58,-90.26,40.21,7897.4,581.77
211.35,2208.43,22.17,563.37,1775.9,291.36,565.73,-90.26,40.33,7877.36,582.47
209.96,2199.95,22.17,563.24,1761.38,291.4,566.31,-90.26,40.46,7852.17,581.98
187.93,2057.03,21.6,560.68,1635.96,289.02,562.28,-89.85,39.64,7738.66,552.28
178.85,1892.83,19.94,560.04,1505.17,283.89,559.42,-90.27,40.93,7687.52,507.89
184.92,1913.62,18.61,561.98,1518.1,282.81,566.31,-90.31,40.38,7844.83,505.77
198.96,2037.17,19.36,561.56,1614.07,285.14,567.91,-90.25,39.36,8033.69,531.09
216.74,2212.18,20.91,563.07,1759.79,289.44,564.94,-90.3,39.24,8085.58,570.63
214.18,2253.95,22.04,562.66,1781.22,291.82,563.47,-90.21,40.49,7889.69,583.53
210.49,2214.82,22.51,566.7,1769.33,291.59,565.45,-90.04,40.35,7856.78,583.16
211,2202.08,22.09,564.34,1772.56,291.56,565.04,-90.03,40.61,7852.27,582.26
210.52,2199.26,22.06,563.44,1769.25,291.49,566.77,-90.02,40.73,7869.46,582.43
196.85,2055.93,20.76,564.64,1643.01,287.23,562.65,-89.64,40.33,7892.22,540.6
195.51,2064.07,20.36,564.75,1641.54,287.12,566.07,-89.99,39.91,7945.33,541.8
196.61,2067.26,20.32,561.61,1642.77,287.14,564.3,-90.01,39.85,7929.89,540.97
197.61,2082.34,20.28,561.84,1646.68,287.16,564.22,-90.02,39.94,7934.14,541.86
198.95,2086.11,20.32,560.12,1643.23,287.18,563.87,-90.04,39.99,7906.95,541.67
205.04,2116.32,20.37,562.72,1667.11,287.2,564.07,-90.06,39.79,7895.84,546.71
223.56,2283.11,21.88,564.65,1810.24,290.88,567.75,-89.64,39.65,8018.59,586.04
239.8,2487.3,23.56,565.65,1974.64,296.16,565.06,-89.88,39.51,8004.17,635.16
